row_id,English,Reference Igbo,source,english_token_count,reference_token_count
3302,"""Behold, God is mighty, and doesn't despise anyone. He is mighty in strength of understanding.","""Chineke dị ike ma ọ dịghị eleda mmadụ ọbụla anya; ọ dị ike, bụrụkwa onye na-eme ihe ọbụla o zubere ime.",Bible,22,27
3303,"I adjure you, daughters of Jerusalem, by the roes, or by the hinds of the field, that you not stir up, nor awaken love, until it so desires.","Unu ụmụ agbọghọ Jerusalem, eji m nne mgbada niile na nne ele ọhịa niile na-agba unu iyi sị: Unu akpọtela maọbụ mee ka ịhụnanya teta, ruo mgbe ọ masịrị ya.",Bible,35,36
3304,Sheshan gave his daughter to Jarha his servant as wife; and she bore him Attai.,"O weere ada ya nwanyị nye odibo ya bụ Jaha, ka ọ bụrụ nwunye ya. Ọ mụtara ya otu nwa nwoke aha ya bụ Atai.",Bible,17,28
3305,208bn Naira that belongs to TETFUND is not the money that was demanded by ASUU from the government.,208bn Naira nke TETFund abụghị ego ASUU na-ana gọọmenti' - Ogunyemi,JHW,19,14
3306,Nigerian soldiers has held three lorries carrying bullets,Ndịagha Naịjirịa anwụchiela gwogworo ato bụ mgbọ,JHW,8,7
3307,"We are going to have an amendment to the Act as soil is a vital and non-renewable component of the ecosystem,' he said.","Anyị ga-enwe mmezigharị Iwu ahụ ebe ala bụ ihe dị mkpa ma na-agaghị emeghari akụrụngwa nke mbara igwe, 'o kwuru.",JHW,28,27
3308,"""'""The ships of Tarshish were your caravans for your merchandise. You were replenished and made very glorious in the heart of the seas.",""" 'Ụgbọ mmiri niile nke Tashish bụ ndị na-ebu ihe ahịa gị. I jupụtara n'ihe ahịa, gị obodo dị n'etiti mmiri.",Bible,28,31
3309,The Nasarawa State House of Assembly says it will enact a law that will protect women and children against violence in the interest of development of the state and the country.,Ụlọ ọmebe iwu nke Nasarawa steeti sị na ya ga-eme iwu ga-echekwaba ụmụnwaanyị na ụmụaka n' ihe mmekpa ahụ maka ọdịmma nke mmepe nke steeti ahụ nakwa nke obodo anyị.,JHW,32,36
3310,"In his description, he argued that it is not to oppress people that all these laws were made during the ancient days but that every man, woman, and child has a duty in Igbo society.","Na nkọwa ya, o kwuru na ọbụghị mmegbu kpatara ndị gboo ji nwee iwu ndị a niile kama na onye ọbụla ma nwoke, nwaanyị na ụmụaka nwere ọrụ ya n'ala Igbo.",JHW,39,36
3311,She urged VCMs to practice regular medical checkups and also mobilise their communities to do so.,Ọ rịọkwara ndi otu VCMs ka ha na-enwe nlekwa ahụike ha kwa mgbe ma nyerekwa obodo ha ime otu ihe ahụ.,JHW,17,24
3312,"The king said to the woman, ""Go to your house, and I will give a command concerning you.""","Eze sịrị nwanyị ahụ, ""Laa n'ụlọ gị, aga m ahụ na o nweghị onye metụrụ ya aka.""",Bible,23,24
3313,"You were made alive when you were dead in transgressions and sins,","Ma unu onwe unu, unu nwụrụ anwụ site na njehie ụzọ na mmehie unu.",Bible,13,16
3314,"For this is not that others may be eased and you distressed,",Nzube m abụghị ka unu nye n'ụzọ ihe ga-esi siere unu ike n'ihi na unu nyere. Kama ka e nwe nhatanha.,Bible,13,29
3315,18) Francisca Ordega,18) Francisca Ordega,JHW,4,4
3316,"I say, ""Keep the king's command!"" because of the oath to God.","Asị m, debe iwu eze, n'ihi iyi ị ṅụrụ n'ihu Chineke.",Bible,19,18
3317,I will give you thanks in the great assembly. I will praise you among many people.,"Aga m enye gị ekele n'ihu ọha mmadụ dị ukwuu, n'etiti ọha kachasị ibe ya dị ukwuu, ka m ga-anọ too gị.",Bible,18,31
3318,The news that will interest you:,Akụkọ ndị ga-amasị gị:,JHW,7,7
3319,"Therefore don't throw away your boldness, which has a great reward.","Ya mere, unu ahapụkwala ntụkwasị obi unu ahụ, n'ihi na ọ na-eweta ụgwọ ọrụ dị ukwuu.",Bible,15,23
3320,Moreover Abishai the son of Zeruiah struck eighteen thousand of the Edomites in the Valley of Salt.,Abishai nwa Zeruaya gburu puku ndị Edọm iri na asatọ na Ndagwurugwu Nnu.,Bible,18,14
3321,"He arose and took the young child and his mother by night and departed into Egypt,","N'oge abalị, Josef biliri kpọrọ Meri na nwantakịrị ahụ gbalaa Ijipt.",Bible,17,15
3322,Tottenham look forward to lifting the FA cup in defeating Rochadale.,Tottenham na-ele anya iburu iko FA na mmeri Rochadale,JHW,12,11
3323,"Then Simon Peter came, following him, and entered into the tomb. He saw the linen cloths lying,","Ya mere Saimọn Pita, onye na-eso ya n'azụ bịarutere banye n'ime ili ahụ. Ọ hụrụ akwa ozu ahụ ka ọ wụsara n'ala,",Bible,21,33
3324,"You shall break them with a rod of iron. You shall dash them in pieces like a potter's vessel.""","Ị ga-eji mkpara igwe chịa ha, tipịa ha dịka onye na-akpụ ite si etipịa ite ndị ọ kpụrụ na-adịghị mma.""",Bible,24,29
3325,"He cast four rings for the four corners of bronze grating, to be places for the poles.",Ha kpụrụ mgbaka bronz ndị a ga-eji jide mkpara ndị ahụ maka akụkụ anọ nke ngịga bronz ahụ.,Bible,19,21
3326,"that the generation to come might know, even the children who should be born; who should arise and tell their children,","ka ọgbọ na-eso ha nwee ike mụta ya, ọ bụladị ọgbọ nke a ka amụbeghị, ndị nke ga-agwakwa ha ụmụ ha.",Bible,24,28
3327,Afunanya couldn't hide the fact that doing the bidding of a murderous tyrant is different from protective media anchorage. He could still not give valid reasons or answers as to why the DSS rearrested Omoyele Sowore after less than 24 hours after he was released on bail.,Afunanya apụghị izo eziokwu na ikwe ọnụ ego nke onye ogbu mmadụ dị iche na nzobe ihe ngosi nke media. O nweghị ike ikwu ihe kpatara ndị DSS jiri nwụchigharị Omoyele Sowore n'ihe erughị awa iri abụọ na anọ a tọghepụrụ ya,JHW,51,45
3328,What is the MT4 Platform all about?.,Kedụ ihe MT4 bụ maka ya?,JHW,9,7
3329,"that he may set him with princes, even with the princes of his people.","ọ na-eme ka ya na ụmụ eze ndị ikom nọkọọ, ọ na-eme ka o soro ndị a maara aha ha n'etiti ụmụ mmadụ nọkọọ.",Bible,16,32
3330,"We all know that prices from each country are always fluctuating, which means you can trade them against themselves to make money.","Anyị niile maara na ọnụahịa nke mba ọ bụla na-agbanwe mgbe niile, nke pụtara na ị nwere ike zụọ ha megide onwe ha iji nweta ego.",JHW,24,30
3331,"""You shall not take a wife, neither shall you have sons or daughters, in this place.""","""Ị gaghị alụtara onwe gị nwunye, ị gaghị amụtakwa ụmụ ndị ikom na ndị inyom n'ebe a.""",Bible,21,23
3332,"In the light of these realities, should the Nigerian Military continue with the tactical mentality that is leading them into embarrassing losses? For a government that has made so much premium of a claim on its control of territory from the insurgents, what these developments point to is probably worse than a setback. Efforts by independent observers to point out the evidently skewed tactical mentality have been visited with official hostility. Local and international Civil Society Organizations and the media have, for these reasons, come under attack by the military. For calling the Military out on its ignoble human rights abuses, including rape and extra judicial executions, Amnesty International and other Human Rights organizations have been targeted for official harassment.","N'ihe emume ndị a, ndị agha Naịjirịa aga aga n'ihu n'usoro ọgụgụisi nke ga-ebute ọdịda ihere? Maka gọọmentị nke mere ọnụ etu ha siri nwee mgbochi nye iyi egwu, ka ọ dị ugbua, ọ dịla njọ nke ukwu.Mbọ nke ndị nnyocha nọọrọ onwe ha mere ịchọpụta usoro nke ọgụgụisi abụrụla nke anabataghị. Ndị ọrụ ime obodo na nke otu mba ụwa na ndị nta akụkọ, n'ihi nkea, enwetala mwakpo site n'aka ndị agha. N'ihi ịkpọ ndị agha na agwa ọjọọ megidere ikike mmadụ nke gunyere, idine mmadụ n'ike na imebige ihe oke karịa etu ụlọikpe siri kwuo ya, otu nnapụ ngwaagha nke mbaụwa na otu ikike mmadụ ndị ọzọ bụ ndị ana edo inye imekpa ahụ",JHW,131,144
3333,Liverpool has problem with mid fielders and defenders. this club suppose to train new players in the next market season,Liverpool nwere nsogbu ndị na-agba bọọlụ na etiti na ndị azụ. Otu a kwesịrị ịzụ ndị egwuregwu ọhụrụ n'oge ahịa n'abịa.,JHW,21,29
3334,Government didn't do anything.,Gọọmenti emeghị ihe ọbụla.,JHW,7,5
3335,Ukraine Vs South Korea ,Ukraine vs South Korea,JHW,4,4
3336,"The President Muhammadu regime has warned tourists and travellers to be wary of Nigerian crossdresser, Okuneye Idris Olarenwaju, aka Bobrisky.","Ọchịchị onyeisi ala Muhammadu adọọla ndị njem aka na ntị ka ha kpachara anya ha maka Okuneye Idris Olarenwaju, onye Naịjirịa a na-akpọ Bobrisky.",JHW,23,28
3337,All consonant words start with vowel sounds.,Okwu mgbochiume ọbụla na-eji mkpụrụ ụdaume ebido.,JHW,8,10
3338,"Gov. Obiano while inspecting the Eziowelle-Umunnachi-Afor Igwe roads, currently under construction, observed that some structures would be affected during the job execution.","Gov. Obiano mgbe ọ na-enyocha ụzọ Eziowelle-Umunnachi-Afor Igwe, nke a na-arụ ugbu a, chọpụtara na ụfọdụ ihe owuwu bụ nke a ga-emetụta n'oge a na-arụ ọrụ.",JHW,30,44
3339,"Sources have revealed how Second Vice President of the Nigeria Football Federation, Shehu Dikko, masterminded how Bichi's son was smuggled into the final team list submitted by coach Manu Garba to FIFA despite his name not being on the 50 players provisional list.","Isi mmalite ekpughere otu onye na-esote onye isi oche nke NFF nke Naịjirịa, Shehu Dikko, lebara anya n'ụzọ nwa nwanne Bichi si tinye n'ime ndepụta otu ikpeazụ nke onye nchịkwa Manu Garba nyefere FIFA na-agbanyeghị aha ya na-anọghị na ndepụta ndị egwuregwu 50.",JHW,48,56
3340,"""'But if he shoved him suddenly without hostility, or hurled on him anything without lying in wait,",""" 'Ma ọ bụrụ na mmadụ ebughị iro n'obi nutuo mmadụ ibe ya na mberede, maọbụ tụọ ya ihe,",Bible,21,24
3341,"The following night, the Lord stood by him and said, ""Cheer up, Paul, for as you have testified about me at Jerusalem, so you must testify also at Rome.""","N'abalị ya, Onyenwe anyị bịakwutere ya sị, ""Nwee obi ike, dịka i si gbaa ama banyere m na Jerusalem, ị ghaghị ịgbakwara m ama na Rom.""",Bible,37,35
3342,"He breaks mighty men in pieces in ways past finding out, and sets others in their place.",Na-ajụghị ajụjụ Chineke na-akụtu ndị a maara aha ha ma were ndị ọzọ dochie n'ọnọdụ ha.,Bible,19,23
3343,He has no investment in any blue-chip companies.,O nweghi ego n' ụlọ ọrụ 'blue-chip.' ,JHW,11,13
3344,"However, the Shiites objected to this move.","Mana, ndị Shi'a si na ha ekweghị n'ije a mere.",JHW,9,16
3345,"Every valley shall be exalted, and every mountain and hill shall be made low. The uneven shall be made level, and the rough places a plain.","A ga-eme ka ndagwurugwu ọbụla dị elu, ugwu ọbụla na ugwu nta ọbụla ka a ga-emekwa ka ọ dị ala, ebe niile dị mkputamkpu ka a ga-eme ka o guzo kwem, meekwa ka ebe niile dị ndakoro ndakoro dịrị larịị.",Bible,30,50
3346,"Once I have sworn by my holiness, I will not lie to David.","Ejirila m ịdị nsọ m ṅụọ iyi, kpebie na m apụghị ịghara Devid ụgha,",Bible,15,16
3347,"Jonathan told David, saying, ""Saul my father seeks to kill you. Now therefore, please take care of yourself in the morning, live in a secret place, and hide yourself.","ọ dọrọ ya aka na ntị, ""Nna m Sọl na-achọ ohere igbu gị. Lezie anya chee ndụ gị nche, ụtụtụ echi, gaa n'ebe ị ga-ezo onwe gị nọdụ n'ebe ahụ.",Bible,37,44
3348,"In 2006, he joined Carleton University in Ottawa, Canada, as a professor of Literature and African Studies.","N'afọ 2006, o sonyere mahadum Carleton dị n' Ottawa, Canada, dịka ọkammụta nke Literature and African Studies.",JHW,21,24
3349,Trouble and anguish have taken hold of me. Your commandments are my delight.,"Nsogbu na ihe mgbu adakwasịla m, ma iwu gị niile bụ ihe na-amasị m.",Bible,15,18
3350,"'However, unscrupulous importers go outside the country to bring in these cylinders that have been discarded and have been used for over 30 years.","'Agbanyeghị, ndị na-akpalu agwa na-ebubata ihe, na-ere ahịa si n'obodo ọzọ ekpofuru ma jikwa kemgbe ihe karịrị afọ iri atọ.",JHW,27,32
3351,the Senate have called the central bank chairman.,Ndị sinetị akpọọla onyeisi ụlọakụ ukwu,JHW,9,6
3352,"If a wise man goes to court with a foolish man, the fool rages or scoffs, and there is no peace.","Ọ bụrụ na onye maara ihe esoro onye nzuzu gaa n'ụlọikpe, onye nzuzu ga-ewe iwe ọkụ, mee mkpọtụ, kwaa emo ma udo agaghị adị.",Bible,24,32
3353,"The LORD spoke to Moses, saying,","Onyenwe anyị gwakwara Mosis okwu sị,",Bible,8,7
3354,The action has attracted criticisms from both local and international organisations but the Nigerian Government said it was not bothered.,Omume a abụrụla nke butere nkatọ site n'otu ime obodo na nke mba ofesi mana gọọmentị nke Naịjira sịrị na o metụtaghị ya,JHW,21,25
3355,"Then Paul answered, ""What are you doing, weeping and breaking my heart? For I am ready not only to be bound, but also to die at Jerusalem for the name of the Lord Jesus.""","Ma Pọl zaghachiri, ""Gịnị ka unu na-eme, ọ bụ akwa ka unu na-ebe, na-eme ka obi gbawaa m? N'ihi na ọ bụghị naanị na m dị njikere ka e kee m agbụ, kama ejikekwara m iwere ndụ m nye na Jerusalem n'ihi aha Onyenwe anyị Jisọs.""",Bible,41,64
3356,"Nigerian troops apparently would rather confiscate a trader’s wares, forcibly take their livestock for their feeding than device any system of commercial comfort that would help them grow their business. It therefore seems not far-fetched that several local communities appear to cooperate better with ISWAP than with the Nigerian troops. ISWAP want to primarily make it unattractive and too expensive in terms of body count and loss of hardware for the military to maintain a base in any of these territories. They calculate that as long as they continually target and attack military formations, forcing them to beat a retreat so long would it be easier for local communities to accept that they are more secure in the territories under them than under the cover of Nigerian troops.","Ndị agha pụrụ ịnara ndị ahịa ngwaahịa ha, nara ha anụ ọzụzụ ha ma nyejue onwe ha afọ karịa iwepụta ụzọ ha ga-esi guzogide azụmaahịa nke ha. Ọ dịzi ka eziokwu ka ọtụtụ obodo esonyeere ISWAP karịa ndị agha.ISWAP chọrọ ime ka ọ hapụ ịdị mma n'anya ma dịkwa oke ọnụ site n'ọnụọgụgụ nke mmadụ na ofufu nke ngwaọgụ nke ndị agha ga-eji chekwa obodo ndị ahụ. Ha agbakọọla ma kwubie na dịka ha gana awakpo ndị agha nke ga-eme ka ha na ala azụ nkwado, nke ga-eme ka ndị obodo kwenye na ha ga-enwe nchekwa n'okpuru ha karịa n'okpuru ndị agha Naịjirịa.",JHW,138,128
